"schema","signature","function_name","identity_arguments","result_type","owner","language","security_definer","volatility","config","grantee","can_execute","runtime_callers","classification","expected","difference"
"app_private","app_private.custom_access_token_hook(jsonb)","custom_access_token_hook","event jsonb","jsonb","postgres","plpgsql","true","v","search_path=pg_catalog","PUBLIC","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.custom_access_token_hook(jsonb)","custom_access_token_hook","event jsonb","jsonb","postgres","plpgsql","true","v","search_path=pg_catalog","service_role","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.get_current_accessible_clinic_ids()","get_current_accessible_clinic_ids","","uuid[]","postgres","sql","true","s","search_path=pg_catalog","anon","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.get_current_accessible_clinic_ids()","get_current_accessible_clinic_ids","","uuid[]","postgres","sql","true","s","search_path=pg_catalog","authenticated","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.get_current_accessible_clinic_ids()","get_current_accessible_clinic_ids","","uuid[]","postgres","sql","true","s","search_path=pg_catalog","PUBLIC","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.get_current_accessible_clinic_ids()","get_current_accessible_clinic_ids","","uuid[]","postgres","sql","true","s","search_path=pg_catalog","service_role","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.get_current_clinic_id()","get_current_clinic_id","","uuid","postgres","sql","true","s","search_path=pg_catalog","anon","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.get_current_clinic_id()","get_current_clinic_id","","uuid","postgres","sql","true","s","search_path=pg_catalog","authenticated","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.get_current_clinic_id()","get_current_clinic_id","","uuid","postgres","sql","true","s","search_path=pg_catalog","PUBLIC","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.get_current_clinic_id()","get_current_clinic_id","","uuid","postgres","sql","true","s","search_path=pg_catalog","service_role","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.get_current_role()","get_current_role","","text","postgres","sql","true","s","search_path=pg_catalog","anon","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.get_current_role()","get_current_role","","text","postgres","sql","true","s","search_path=pg_catalog","authenticated","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.get_current_role()","get_current_role","","text","postgres","sql","true","s","search_path=pg_catalog","PUBLIC","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.get_current_role()","get_current_role","","text","postgres","sql","true","s","search_path=pg_catalog","service_role","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.get_sibling_clinic_ids(uuid)","get_sibling_clinic_ids","clinic_id uuid","uuid[]","postgres","plpgsql","true","s","search_path=public, auth, extensions","anon","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.get_sibling_clinic_ids(uuid)","get_sibling_clinic_ids","clinic_id uuid","uuid[]","postgres","plpgsql","true","s","search_path=public, auth, extensions","authenticated","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.get_sibling_clinic_ids(uuid)","get_sibling_clinic_ids","clinic_id uuid","uuid[]","postgres","plpgsql","true","s","search_path=public, auth, extensions","PUBLIC","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.get_sibling_clinic_ids(uuid)","get_sibling_clinic_ids","clinic_id uuid","uuid[]","postgres","plpgsql","true","s","search_path=public, auth, extensions","service_role","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.is_admin()","is_admin","","boolean","postgres","sql","true","s","search_path=pg_catalog","anon","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.is_admin()","is_admin","","boolean","postgres","sql","true","s","search_path=pg_catalog","authenticated","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.is_admin()","is_admin","","boolean","postgres","sql","true","s","search_path=pg_catalog","PUBLIC","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.is_admin()","is_admin","","boolean","postgres","sql","true","s","search_path=pg_catalog","service_role","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.jwt_clinic_id()","jwt_clinic_id","","uuid","postgres","sql","true","s","search_path=pg_catalog","anon","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.jwt_clinic_id()","jwt_clinic_id","","uuid","postgres","sql","true","s","search_path=pg_catalog","authenticated","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.jwt_clinic_id()","jwt_clinic_id","","uuid","postgres","sql","true","s","search_path=pg_catalog","PUBLIC","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.jwt_clinic_id()","jwt_clinic_id","","uuid","postgres","sql","true","s","search_path=pg_catalog","service_role","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.jwt_is_admin()","jwt_is_admin","","boolean","postgres","sql","true","s","search_path=pg_catalog","anon","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.jwt_is_admin()","jwt_is_admin","","boolean","postgres","sql","true","s","search_path=pg_catalog","authenticated","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.jwt_is_admin()","jwt_is_admin","","boolean","postgres","sql","true","s","search_path=pg_catalog","PUBLIC","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.jwt_is_admin()","jwt_is_admin","","boolean","postgres","sql","true","s","search_path=pg_catalog","service_role","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.user_role()","user_role","","text","postgres","sql","true","s","search_path=pg_catalog","anon","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.user_role()","user_role","","text","postgres","sql","true","s","search_path=pg_catalog","authenticated","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.user_role()","user_role","","text","postgres","sql","true","s","search_path=pg_catalog","PUBLIC","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"app_private","app_private.user_role()","user_role","","text","postgres","sql","true","s","search_path=pg_catalog","service_role","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","accept_invite(uuid)","accept_invite","invite_token uuid","jsonb","postgres","plpgsql","true","v","search_path=public","anon","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","accept_invite(uuid)","accept_invite","invite_token uuid","jsonb","postgres","plpgsql","true","v","search_path=public","authenticated","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","accept_invite(uuid)","accept_invite","invite_token uuid","jsonb","postgres","plpgsql","true","v","search_path=public","PUBLIC","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","accept_invite(uuid)","accept_invite","invite_token uuid","jsonb","postgres","plpgsql","true","v","search_path=public","service_role","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","accept_staff_invite_atomic(uuid,uuid,text)","accept_staff_invite_atomic","p_token uuid, p_user_id uuid, p_account_email text","jsonb","postgres","plpgsql","true","v","search_path=pg_catalog","anon","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","accept_staff_invite_atomic(uuid,uuid,text)","accept_staff_invite_atomic","p_token uuid, p_user_id uuid, p_account_email text","jsonb","postgres","plpgsql","true","v","search_path=pg_catalog","authenticated","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","accept_staff_invite_atomic(uuid,uuid,text)","accept_staff_invite_atomic","p_token uuid, p_user_id uuid, p_account_email text","jsonb","postgres","plpgsql","true","v","search_path=pg_catalog","PUBLIC","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","accept_staff_invite_atomic(uuid,uuid,text)","accept_staff_invite_atomic","p_token uuid, p_user_id uuid, p_account_email text","jsonb","postgres","plpgsql","true","v","search_path=pg_catalog","service_role","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","activate_billable_store_if_capacity(uuid,uuid)","activate_billable_store_if_capacity","p_org_root_clinic_id uuid, p_clinic_id uuid","TABLE(success boolean, error_code text, active_billable_store_count integer, allowed_billable_store_count integer)","postgres","plpgsql","true","v","search_path=public, auth, extensions","anon","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","activate_billable_store_if_capacity(uuid,uuid)","activate_billable_store_if_capacity","p_org_root_clinic_id uuid, p_clinic_id uuid","TABLE(success boolean, error_code text, active_billable_store_count integer, allowed_billable_store_count integer)","postgres","plpgsql","true","v","search_path=public, auth, extensions","authenticated","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","activate_billable_store_if_capacity(uuid,uuid)","activate_billable_store_if_capacity","p_org_root_clinic_id uuid, p_clinic_id uuid","TABLE(success boolean, error_code text, active_billable_store_count integer, allowed_billable_store_count integer)","postgres","plpgsql","true","v","search_path=public, auth, extensions","PUBLIC","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","activate_billable_store_if_capacity(uuid,uuid)","activate_billable_store_if_capacity","p_org_root_clinic_id uuid, p_clinic_id uuid","TABLE(success boolean, error_code text, active_billable_store_count integer, allowed_billable_store_count integer)","postgres","plpgsql","true","v","search_path=public, auth, extensions","service_role","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","aggregate_mfa_stats(uuid,timestamp with time zone,timestamp with time zone)","aggregate_mfa_stats","p_clinic_id uuid, p_start_date timestamp with time zone, p_end_date timestamp with time zone","void","postgres","plpgsql","true","v","search_path=public, auth, extensions","anon","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","aggregate_mfa_stats(uuid,timestamp with time zone,timestamp with time zone)","aggregate_mfa_stats","p_clinic_id uuid, p_start_date timestamp with time zone, p_end_date timestamp with time zone","void","postgres","plpgsql","true","v","search_path=public, auth, extensions","authenticated","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","aggregate_mfa_stats(uuid,timestamp with time zone,timestamp with time zone)","aggregate_mfa_stats","p_clinic_id uuid, p_start_date timestamp with time zone, p_end_date timestamp with time zone","void","postgres","plpgsql","true","v","search_path=public, auth, extensions","PUBLIC","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","aggregate_mfa_stats(uuid,timestamp with time zone,timestamp with time zone)","aggregate_mfa_stats","p_clinic_id uuid, p_start_date timestamp with time zone, p_end_date timestamp with time zone","void","postgres","plpgsql","true","v","search_path=public, auth, extensions","service_role","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","analyze_patient_segments(uuid)","analyze_patient_segments","clinic_uuid uuid","TABLE(segment_type character varying, segment_value character varying, patient_count integer, total_revenue numeric, avg_ltv numeric)","postgres","plpgsql","false","v","search_path=public, auth, extensions","anon","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","analyze_patient_segments(uuid)","analyze_patient_segments","clinic_uuid uuid","TABLE(segment_type character varying, segment_value character varying, patient_count integer, total_revenue numeric, avg_ltv numeric)","postgres","plpgsql","false","v","search_path=public, auth, extensions","authenticated","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","analyze_patient_segments(uuid)","analyze_patient_segments","clinic_uuid uuid","TABLE(segment_type character varying, segment_value character varying, patient_count integer, total_revenue numeric, avg_ltv numeric)","postgres","plpgsql","false","v","search_path=public, auth, extensions","PUBLIC","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","analyze_patient_segments(uuid)","analyze_patient_segments","clinic_uuid uuid","TABLE(segment_type character varying, segment_value character varying, patient_count integer, total_revenue numeric, avg_ltv numeric)","postgres","plpgsql","false","v","search_path=public, auth, extensions","service_role","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","analyze_staff_efficiency(uuid,integer)","analyze_staff_efficiency","clinic_uuid uuid, analysis_period integer","TABLE(staff_id uuid, staff_name character varying, efficiency_score numeric, revenue_per_hour numeric, patients_per_day numeric, satisfaction_trend character varying)","postgres","plpgsql","false","v","search_path=public, auth, extensions","anon","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","analyze_staff_efficiency(uuid,integer)","analyze_staff_efficiency","clinic_uuid uuid, analysis_period integer","TABLE(staff_id uuid, staff_name character varying, efficiency_score numeric, revenue_per_hour numeric, patients_per_day numeric, satisfaction_trend character varying)","postgres","plpgsql","false","v","search_path=public, auth, extensions","authenticated","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","analyze_staff_efficiency(uuid,integer)","analyze_staff_efficiency","clinic_uuid uuid, analysis_period integer","TABLE(staff_id uuid, staff_name character varying, efficiency_score numeric, revenue_per_hour numeric, patients_per_day numeric, satisfaction_trend character varying)","postgres","plpgsql","false","v","search_path=public, auth, extensions","PUBLIC","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","analyze_staff_efficiency(uuid,integer)","analyze_staff_efficiency","clinic_uuid uuid, analysis_period integer","TABLE(staff_id uuid, staff_name character varying, efficiency_score numeric, revenue_per_hour numeric, patients_per_day numeric, satisfaction_trend character varying)","postgres","plpgsql","false","v","search_path=public, auth, extensions","service_role","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","assign_line_chat_conversation(uuid,uuid,uuid,uuid)","assign_line_chat_conversation","p_clinic_id uuid, p_conversation_id uuid, p_actor_user_id uuid, p_assigned_membership_id uuid","void","postgres","plpgsql","false","v","search_path=pg_catalog, public","anon","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","assign_line_chat_conversation(uuid,uuid,uuid,uuid)","assign_line_chat_conversation","p_clinic_id uuid, p_conversation_id uuid, p_actor_user_id uuid, p_assigned_membership_id uuid","void","postgres","plpgsql","false","v","search_path=pg_catalog, public","authenticated","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","assign_line_chat_conversation(uuid,uuid,uuid,uuid)","assign_line_chat_conversation","p_clinic_id uuid, p_conversation_id uuid, p_actor_user_id uuid, p_assigned_membership_id uuid","void","postgres","plpgsql","false","v","search_path=pg_catalog, public","PUBLIC","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","assign_line_chat_conversation(uuid,uuid,uuid,uuid)","assign_line_chat_conversation","p_clinic_id uuid, p_conversation_id uuid, p_actor_user_id uuid, p_assigned_membership_id uuid","void","postgres","plpgsql","false","v","search_path=pg_catalog, public","service_role","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","belongs_to_clinic(uuid)","belongs_to_clinic","target_clinic_id uuid","boolean","postgres","plpgsql","true","s","search_path=public, auth, extensions","anon","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","belongs_to_clinic(uuid)","belongs_to_clinic","target_clinic_id uuid","boolean","postgres","plpgsql","true","s","search_path=public, auth, extensions","authenticated","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","belongs_to_clinic(uuid)","belongs_to_clinic","target_clinic_id uuid","boolean","postgres","plpgsql","true","s","search_path=public, auth, extensions","PUBLIC","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","belongs_to_clinic(uuid)","belongs_to_clinic","target_clinic_id uuid","boolean","postgres","plpgsql","true","s","search_path=public, auth, extensions","service_role","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","bind_line_setup_push_request(uuid,uuid,uuid,text)","bind_line_setup_push_request","p_clinic_id uuid, p_setup_session_id uuid, p_claim_token uuid, p_verification_request_digest text","void","postgres","plpgsql","false","v","search_path=pg_catalog, public","anon","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","bind_line_setup_push_request(uuid,uuid,uuid,text)","bind_line_setup_push_request","p_clinic_id uuid, p_setup_session_id uuid, p_claim_token uuid, p_verification_request_digest text","void","postgres","plpgsql","false","v","search_path=pg_catalog, public","authenticated","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","bind_line_setup_push_request(uuid,uuid,uuid,text)","bind_line_setup_push_request","p_clinic_id uuid, p_setup_session_id uuid, p_claim_token uuid, p_verification_request_digest text","void","postgres","plpgsql","false","v","search_path=pg_catalog, public","PUBLIC","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","bind_line_setup_push_request(uuid,uuid,uuid,text)","bind_line_setup_push_request","p_clinic_id uuid, p_setup_session_id uuid, p_claim_token uuid, p_verification_request_digest text","void","postgres","plpgsql","false","v","search_path=pg_catalog, public","service_role","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","calculate_churn_risk_score(uuid)","calculate_churn_risk_score","patient_uuid uuid","numeric","postgres","plpgsql","false","v","search_path=public, auth, extensions","anon","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","calculate_churn_risk_score(uuid)","calculate_churn_risk_score","patient_uuid uuid","numeric","postgres","plpgsql","false","v","search_path=public, auth, extensions","authenticated","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","calculate_churn_risk_score(uuid)","calculate_churn_risk_score","patient_uuid uuid","numeric","postgres","plpgsql","false","v","search_path=public, auth, extensions","PUBLIC","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","calculate_churn_risk_score(uuid)","calculate_churn_risk_score","patient_uuid uuid","numeric","postgres","plpgsql","false","v","search_path=public, auth, extensions","service_role","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","calculate_patient_ltv(uuid)","calculate_patient_ltv","patient_uuid uuid","numeric","postgres","plpgsql","false","v","search_path=public, auth, extensions","anon","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","calculate_patient_ltv(uuid)","calculate_patient_ltv","patient_uuid uuid","numeric","postgres","plpgsql","false","v","search_path=public, auth, extensions","authenticated","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","calculate_patient_ltv(uuid)","calculate_patient_ltv","patient_uuid uuid","numeric","postgres","plpgsql","false","v","search_path=public, auth, extensions","PUBLIC","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","calculate_patient_ltv(uuid)","calculate_patient_ltv","patient_uuid uuid","numeric","postgres","plpgsql","false","v","search_path=public, auth, extensions","service_role","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","can_access_clinic(uuid)","can_access_clinic","target_clinic_id uuid","boolean","postgres","plpgsql","true","s","search_path=public, auth, extensions","anon","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","can_access_clinic(uuid)","can_access_clinic","target_clinic_id uuid","boolean","postgres","plpgsql","true","s","search_path=public, auth, extensions","authenticated","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","can_access_clinic(uuid)","can_access_clinic","target_clinic_id uuid","boolean","postgres","plpgsql","true","s","search_path=public, auth, extensions","PUBLIC","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","can_access_clinic(uuid)","can_access_clinic","target_clinic_id uuid","boolean","postgres","plpgsql","true","s","search_path=public, auth, extensions","service_role","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","cash_dist(money,money)","cash_dist","money, money","money","supabase_admin","c","false","i","","anon","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","cash_dist(money,money)","cash_dist","money, money","money","supabase_admin","c","false","i","","authenticated","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","cash_dist(money,money)","cash_dist","money, money","money","supabase_admin","c","false","i","","PUBLIC","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","cash_dist(money,money)","cash_dist","money, money","money","supabase_admin","c","false","i","","service_role","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","check_reservation_conflict(uuid,timestamp with time zone,timestamp with time zone,uuid)","check_reservation_conflict","p_staff_id uuid, p_start_time timestamp with time zone, p_end_time timestamp with time zone, p_exclude_reservation_id uuid","TABLE(has_conflict boolean, conflict_type character varying, conflict_reason text, conflicting_reservation_id uuid)","postgres","plpgsql","false","v","search_path=public, auth, extensions","anon","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","check_reservation_conflict(uuid,timestamp with time zone,timestamp with time zone,uuid)","check_reservation_conflict","p_staff_id uuid, p_start_time timestamp with time zone, p_end_time timestamp with time zone, p_exclude_reservation_id uuid","TABLE(has_conflict boolean, conflict_type character varying, conflict_reason text, conflicting_reservation_id uuid)","postgres","plpgsql","false","v","search_path=public, auth, extensions","authenticated","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","check_reservation_conflict(uuid,timestamp with time zone,timestamp with time zone,uuid)","check_reservation_conflict","p_staff_id uuid, p_start_time timestamp with time zone, p_end_time timestamp with time zone, p_exclude_reservation_id uuid","TABLE(has_conflict boolean, conflict_type character varying, conflict_reason text, conflicting_reservation_id uuid)","postgres","plpgsql","false","v","search_path=public, auth, extensions","PUBLIC","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","check_reservation_conflict(uuid,timestamp with time zone,timestamp with time zone,uuid)","check_reservation_conflict","p_staff_id uuid, p_start_time timestamp with time zone, p_end_time timestamp with time zone, p_exclude_reservation_id uuid","TABLE(has_conflict boolean, conflict_type character varying, conflict_reason text, conflicting_reservation_id uuid)","postgres","plpgsql","false","v","search_path=public, auth, extensions","service_role","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","claim_line_chat_outbox(uuid,integer)","claim_line_chat_outbox","p_clinic_id uuid, p_limit integer","TABLE(outbox_id uuid, claim_token uuid, line_user_id text, text_content text)","postgres","plpgsql","false","v","search_path=pg_catalog, public","anon","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","claim_line_chat_outbox(uuid,integer)","claim_line_chat_outbox","p_clinic_id uuid, p_limit integer","TABLE(outbox_id uuid, claim_token uuid, line_user_id text, text_content text)","postgres","plpgsql","false","v","search_path=pg_catalog, public","authenticated","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","claim_line_chat_outbox(uuid,integer)","claim_line_chat_outbox","p_clinic_id uuid, p_limit integer","TABLE(outbox_id uuid, claim_token uuid, line_user_id text, text_content text)","postgres","plpgsql","false","v","search_path=pg_catalog, public","PUBLIC","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","claim_line_chat_outbox(uuid,integer)","claim_line_chat_outbox","p_clinic_id uuid, p_limit integer","TABLE(outbox_id uuid, claim_token uuid, line_user_id text, text_content text)","postgres","plpgsql","false","v","search_path=pg_catalog, public","service_role","true","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","claim_line_notification_outbox(uuid,uuid,integer)","claim_line_notification_outbox","p_clinic_id uuid, p_outbox_id uuid, p_expected_attempts integer","uuid","postgres","plpgsql","false","v","search_path=pg_catalog, public","anon","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
"public","claim_line_notification_outbox(uuid,uuid,integer)","claim_line_notification_outbox","p_clinic_id uuid, p_outbox_id uuid, p_expected_attempts integer","uuid","postgres","plpgsql","false","v","search_path=pg_catalog, public","authenticated","false","SEE function-callers inventory; dynamic callers UNKNOWN","UNCLASSIFIED","UNDECIDED","UNKNOWN"
